,ratings,comments
5878,2,졸작.   실망감이 정말 컸던.  대작이길 바랬던 1인
5879,1,기대이하다. 천만관객이 무얼보고 감동을 느꼈을까? 스토리도 없고 이순신의 업적을 어디 하나 소개가 되길하나 무슨 역사 공부가 되는가?  애국심으로 보아야 하는가? 난 오직 배 한척만 주인공으로 나오는  과장을 역사적 사실이려니 이유없는 비판도 없이 .  대 졸작이다~ 보고 판단하시라
5880,10,담작을 기대한다. 
5881,10,김동 적이었다  배우들 연기를 비롯해서 음향도 긴장 고조되고 오랜만에 넘 좋은 영화 봤다
5882,10,최민식씨 대한민국 최고배우임을 입증했다. 정말~연기 잘 하시고 감탄했습니다. 이순신장군님을 이렇게 훌륭하게 ..카리스마있게 표현해 주시다니!! 감동했고 멋있었어요. 1500만 관객 넘을 것 같습니다.
5883,10,자랑스럽다
5884,9,이순신 장군의 존재는 우리 민족에겐 천운이다.
5885,7,매우 똑똑하게도 학창시절 궁금했던 부분을 긁어주는 영화. 마지막 CG처리나 붕뜬 캐릭터들을 제외하곤 멋들어지게 만들었다. 최민식은 사랑입니다.
5886,2,이상한 사람들 많네 대한민국 사람이라면 꼭 뵈야할영화?애국심으로 봐야할 영화라니.... 영화는 그냥 영화지 돈은 감독 배우 배급사 제작사가 버는데 그돈 나라에 기부라도 하나?   영 별로인 영화다  애들 방학했으니 애들 데리고 역사공부나 하면 딱좋은 영화다.
5887,10,난 왜이렇게 먹먹하니~~ 천운이 회오리바다인가 백성인가~~
5888,9,상당히 잘 만든 해전 영화네요. 추천.
5889,10,두번봤다. 볼때마다 가슴이 먹먹하고 눈물이 나는걸 참느라 혼났다. 영화적으로는 조금 미흡한면이 보이나 이렇게 가슴을 울리는 영화는 드물다. 
5890,9,이만하면 참 잘 만든 영화다. 감동은 보이지 않는데서도 온다. 역사란 과거와 현재의 끊임없는 대화라 하지 않던가!
5891,10,"우리나라 영화의 발전이 자랑스럽습니다..배우들의 혼신을 다한 연기에 박수보냅니다..  음악, 음향도 좋았고  성웅 이순신장군을 다시 존경하게 만든  영화였습니다."
5892,10,좋았네요 감동도 있고 
5893,10,정말 성웅 이순신입니다. 
5894,4,오늘 보고왔는데 완전 낚시였슴-_-; 비추★★
5895,5,"기대가 너무 컷나보다.  그냥 상업적  미국식 영웅 영화같고  최민식, 류숭룡 연기잘하는  사람들  연기 볼수없었 음.  대기업의   마케팅과  시대적 흐름 으로 인해 관객이  놀아난것같은  씁쓸함만  남는다."
5896,10,가슴뜨거운뭉클함... 이순신
5897,3,방금 부산사상 롯 씨네마서 봄  볼게없어보는거지 졸렷음 ㅜㅜ
5898,10,잘 만들었습니다. 역사사료가 있다고 해도 해상전투신 같은 경우 순전히 상상에 많이 의존해야 했을텐데 시나리오 작가가 대단하다는 생각이 들더군요.
5899,10,난 알바 아님... 정말 감동적인 영화였음.. 영화후반부에.. 두려움에만 떨던 일반백성들이 대장선의 용맹함에 감동받아 죽음의 두려움을 떨쳐내고 이구동성으로 '장군님을 지키자!'외치며 왜선에 뛰어드는 장면에서는 정말 눈물이 났음.. 
5900,10,감동 많이 받았습니다. 
5901,9,"세월호, 현정부의 무능력 등 적절한 타이밍 상영, 국민들이 그만큼 갈망하는 것이다, 그런 위대한 분이 지금 우리나라에 있었으면 하는 기대심리 반영, 나의 어릴적, 지금의 우상! 그 하나만으로도 충분하다, 작품성을 떠나 자체를 즐기자!"
5902,9,비록 애국심에 기대긴 했지만 너무나 크신분을 그나마 잘담았다  드디어 최민식이란 배우가 제대로 평가받는 영화가 아닐까 생각한다  확실한건 우리조상님중에 이순신이란 거성이 계셨다는게 너무 자랑스럽다 
5903,2,정말 아깝다 세계역사에 유래 없는 훌륭한 해전을  용가리 버젼으로 만들어놨다 우리의 기대치가 너무 높아서인가 욕 나온다..쩝쩝
5904,6,과연 천만에 걸맞는 영화인가?? 이 영화가 천만이 넘었다면 적벽대전은 5천만 전 국민이 봐야할 영화라고 생각한다.
5905,10,두시간이 넘는영화였지만 20분만에 끝나는 영화다
5906,10,굿
5907,10,그분의 마음을 진심으로 표현하려는 노력이 느껴져 감동이 더했습니다 대한민국사람이라서 보면서 울컥했네요
5908,10,뭘 구구절절 따질 필요가 있나... 귀막고 봐도 뭉클할꺼다.. 그만큼 뜨거워지는 심장과 눈시울이 붉어지면 충분하지 않나.
5909,7,최민식이 연기파배우로 연기 잘 하는건 개인적으로 인정하지만 이순신장군의 배역은 아닌거같다. 자꾸 악마를보았다와 오버랩! 전투신도좋지만 너무 전투신에만 포커스를 맞추다보니 다른 인물의 묘사는 거의없고 무수한 엑스트라에 뭍혀버리네.
5910,5,"명량을 통해 감독이 관객에게 던진 메시지 ""크아아아아"" 제독중에서도 최강의 이순신이 울부짓었다이순신은 졸라짱쎄서 제독중에서 최강이엇다 신이나 마족도 이겼따 다덤벼도 이겼따 이순신은새상에서 하나였다 어쨌든 걔가 울부짓었다....  ....솔직히 영화 자체는 재미가 너무 떨어진다"
5911,6,왜 1000만 관객인지 모르겠다. 참 좋은 소재인데 전쟁씬만 가득하다. 예전 '트로이' 란 영화를 비교해 보면 왜 평점 6점만 준건지 알 수 있음.  명량2는 ( 마지막에 거북선 살짝 띄운거 보면 분명 속편 나옴 ) 트로이처럼 만들어보자 !!
5912,10, 명량에 힘입어 이순신장군님 업적과 서적 및 유적지들에 사람이 몰리는 현상이 너무 좋은거 같네요 한산.노량도 이와 같이 묵직함과 울림이 있었으면 합니다.국뽕이면 어떻고 애국마케팅이면 어떠냐. 외국 영웅 영화보다 훨 낫구먼 망할 영화였으면 입소문으로 진작에 망했겠지 이처럼 흥했을까..
5913,10,초중애들과 친정엄마 30년만에 극장구경시켜드리려고 선택한영화!엄마도만족하셨고 저또한 진정한카리스마가무엇인가알았고 애들또한 감동!남편한테 꼭 주말에 혼자라도관람하라했습니다~
5914,8,"애국심으로 공감의 절반을 전제하고, 일본과 임진왜란이라는 역사적 국민적 선 이해를 너무 이용했다고 해야 할까. 폭발해야 할 것은 (배와 장수들의 부릎뜬 눈이 아니라) 이야기라는 전문가 평점에 대단히 공감. "
5915,1,여기에 나오는 인물들은 다들 천리안이네요. 그멀리있는 거리에있는사람들의 얼굴을 정확히 보고 서로 대화도 하네요....  영화 열심히만든건 인정합니다. 근데 개연성이 너무떨어져서 재미가없네요. 
5916,7,"웅장한 음악, 화끈한 해전에 비해 이야기가 적다. 함께 본 사람들이 좋아서인지 참 재미있었다."
5917,10,재밌을
5918,2,"원작(우리가 보편적으로 알고 있는)에 너무 벗어났다. 이순신장군의 리더쉽을 이상하게 표현했고,민간인과 합심하여 울둘목 쇠사슬 걸림이 전혀 없네요. 감독이 접근의 방향을 너무 잘못 잡아서 반쪽짜리 역사(왜곡)영화가 되었네요.감동이 너무부족한 영화 입니다."
5919,10,봐라 무조건 대한민국사람이라면 ...............
5920,9,명량이 1500만을 넘어선 역사를 만들어 전세계에 이슈가 되기를..
5921,10, 오늘보고 진중권이 졸작이라 평한것이 심히 불쾌했음. 
5922,9,군도가 별로 기대보단 안좋아서 별 기대를 안 했지만 재미있었습니다. 반은 이순신의 설명 반은 전쟁입니다. 우리나라에 임진왜란에 대해 더 잘 알 수 있었습니다.
5923,9,괜찮았습니다! 그래도 아쉬운 점은 있어요~
5924,10,다들 뻔한내용이라하지만 그 뻔한얘기의 중요성을 잊고살지않았습니까 다들...만약이 일본이 우리와 바뀐 처지라면 이런 영화는 전국민봤을겁니다...지금의 이시점에서 이순신을 다룬 영화를 만들어주신분들 모두에게 감사!
5925,8,"주제가 주제이다 보니 영화 자체가 무거운 느낌인건 맞고, 최민식의 연기와 다른 배우분들,엑스트라까지도 모두 너무 고생한 티가 많이난다. 영화의 주제와 참여한 모든분들의 노력은 깊게 와닿지만, 영화 자체로만 봤을때 작품성은 그냥 중상위 정도인것 같음. 최상은 아님 ... 개인적으로 해적이 더 좋았음"
5926,3,오버 장면이 눈에 거슬림.  류승룡 활 잔뜩 맞고 덤벼드는데 최민수가 단칼에 목 벨 때. 
5927,9,이순신장군의영화가나왔다는것에만족 감동임
5928,3,나라 구한 이순신 장군님 명예에 먹칠할까봐..3점이라도 주지만... 명량 보면서 욕 나왔다.... 도대체 나라 구한 이순신장군님을 모델로 삼아......그래도 감동 있게 그려 낼거라고 생각했는데.....졸장부로 만들고 고증보단 허구성만 잔뜩.....차르리 김명민이 출연한 불멸의 이순신을 보는게 낫겠다....
5929,2,영화의 개연성이 너무 없음. 명량해전을 어떻게 이겼는지 어떻게 민초들이 참전했는지 이해가 안가는 부분들이 너무 많음. 그렇다고 감동이 있는것도 아니고. 이순신이 리더쉽을 어떻게 발휘했는지도 잘 모르겠고. 영화 별로임
5930,5,10점을 준사람들은 영화 처음 본 사람들임 거임..?  진짜 이순신 장군에 대한 존경심으로 후하게.. 오점도 아깝다.. 중간엔 졸았음.. 
5931,3,정말 재미었게 본1인 차라리 CG 를 적당히 처리했어야
5932,10,어제 봤습니다~ 정말 인상깊게 잘봤습니다!^^ 명량! 명작! 앞으로도 흥행하시길~^^
5933,7,어휴 좀 이순신 장군이라는 이 거대한 소재를 머하자는 건지.. 감독의 역량 부족이외다...
5934,10,나는 내 인생영화였음.초반에 지루하다는 사람들도 많은데 난 처음부터 지루한거 없이 몰입해서 봤어요. 애국심과 이순신장군님께 존경심을 다시한번 느끼게 해준 영화였음ㅠㅠb
5935,10,내가 지금까지 본 영화중에서 가장 인상깊은 영와이다...
5936,10,ㅎ 명량 최고 전문가가 아니라  왜 별루인지 잘 모르겠네요 모처럼 영화보고 나오면서  보길 참 잘했다 생각들게하는 영화. 순간순간 소름돋고 감동적이었어요.
5937,10,내인생 최고의 영화 순위를 바꾸어버린영화. 
5938,4,좀....  왜 인기가 많은지...... 부모님 모시고 봤다 부모님도 별로라 하시고 난 별로였음.... 
5939,10,박근혜가 봤으니 쓰레기 영화?... 니가 개쓰레기다.
5940,10,초반몰입감이 떨어짐. 영화전개가  매끄럽지 못하고 주인공을 제외한 배역의 공허함 ?  이순신장군의 충으로 충분히 볼만한 영화 보면서 계속 눈물이....ㅠ.ㅠ 해상전투장면도 b 
5941,5,"차라리 소설 격류를 원작으로 차용했다면 어땠을까? 기록상으로는 1척으로 버티다 나중에 안위, 김응함의 배가 가세하고 뒤이어 8척이 가세했다고 나오는데... 기록의 공백을 이렇게 메우기엔 좀 많이 아쉬운데?"
5942,1,"물론 이 영화를 재미있게 보신분도 계실겁니다. 그러나 제 생각에는 여기 9점이상 점수주신분들의 대부분이 알바가 아닐까 하는 생각이 듭니다. 캐릭터도 안 살고, 해전의 CG도 수준이하고, 스토리의 개연성도 없고, 전달하고자 하는 메세지도 약하고.....   CJ의 마케팅과 정부의 지원만 돋보이는 영화.!!!!... "
5943,1,극장에서 볼 영화까진 아니더군요.. 
5944,0,속았다.
5945,0,졸작은 졸작.
5946,8,배우들 연기좋구 씨쥐두 조앗구 인물이입은못했다
5947,10,엄청 재미있다.
5948,8,출정식을 하는데 너무도 초라하고 비루한 백성과 군사들을 보니 기막혀서 눈물이 ㅠㅠㅠ  '생즉사 사즉생'이 빈말이 아님을 알겠더라. 리더가 얼마나 중요한지 더욱 깨닫게 되는 영화. '변호인'처럼 '의미'가 그 모든 것을 앞서는 영화임은 부정할 수 없었다.
5949,10,아니 어디가  어떻게 졸작이라는  거지? 영상 연기 스토리 어느하나 부족한거  없었는데  이정도면 잘만든 영화아닌가? 하여튼 남잘되는꼴을 못봐 배아프냐 
5950,10,애국이 무엇인지 리더가 무엇인지 알게해주는 명화!
5951,9,최민식 이정현 노민우 배우들 연기 좋았습니다.
5952,10,명량 해적 둘다 최고입니다 역시 우리영화 짱입니다^^*
5953,0,조선왕조 500년 요개 더 사실적인것 같았요 .
5954,8,이순신 장군님의 업적과 공을 영화로 담기에는 벅차지만 그래도 초반에 이순신 장군님의 전쟁을 앞두고 고뇌하는 모습을 볼 수 있어서 좋았습니다.해전씬은 회오리치는 바다에서 배가 부딪히면서 싸우는 장면이 기억에 남았지만 뭔가 억지 감동을 이끈다는 느낌을 받기도 했습니다. 감
5955,9,큰 기대 없이 영화를 보고 나서 생긴 가장 큰 궁금 증.... 대체 안좋은 평은 누가 왜? ...
5956,10,성웅 이순신
5957,10,말이 필요없다. 보고 또 봐라.
5958,2,영웅 한명으로 그냥 그렇게 우려먹는 영화...이하의 영화.
5959,10,화장실가는 것도 참을 정도로 재밋었어요
5960,5,"전형적인 내수용 영화, 애국심을 팔아먹는 수단으로 여기는 것도 지긋지긋하다. 전문가 평점이 그나마 정확한 판단인듯 "
5961,10,저는 잼나게 잘 봐습니다
5962,10,이순신은 어린아이 노인들까지 아는 인물이다!! 더이상 무엇을 논하다는것인가? 이순신 충무공이라는 이름하나 단어하나에 끝나는것이다 영화가좀별로였다 이런건 영화를 쳐만드는 인간들만 말하라
5963,10,이순신 장군을 그냥 책을 본 사람들은 이 영화를 보기에 적당한것 같다. 내가 이때까지 본 것중 가장 재미있었던 영화였다.
5964,7,"해상전은 한국영화에서 보기 드물게 잘 나왔다. 하지만, 전투 후 ""후손들이 우리 고생한 거 알까?"" 이건 정말 하지 말았어야 했다. 그리고, 배우 최민식의 영화. 그가 이순신이라는 생각은 안 들더라."
5965,10,몰입도 긴장감 최고입니다 고증 논하시는분들 역사스페셜이나 보세요 적당한 픽션이 있어야 영화지 ㅉ ㅉ
5966,10,내가본 영화중에 가장 재미있는 영화였음 세상에서 재일 꿀잼
5967,5,이영화가 천만을 넘을 작품성잇는 영화인 이유를 내가 봐도 모르겠다 소문난 잔치 요란하기만 하고 은근히 메스컴에서 띄워주기가 한몫하는듯 누가 봣다 누가본다 ㅋㅋㅋ이말에 솔깃  초등학생들이 보면 좋을듯
5968,10,다시태어나 주세요ㅜ
5969,1,보지 마라~ 3류영화 퀄리티에 실망한다.
5970,9,평점 낮은점수 준사람 이해가안감 지금시점에 딱 맞는영화입니다 간만에 중딩아들이랑 데이트도하고  영화도너무잼있게 보았어요
5971,10,나온 영화중에 명량 재밌고 나머진 개쒸래기영화....
5972,4,별로..
5973,9,명량해전을 준비하는 과정과 불가능한 해전을 승리로 이끈 이순신장군 이하 모든 분들께 고개숙여 감사를 표한다!! 영화는 전체적으로 잘 만들었다. 그런데 2%로 부족한 느낌이다. 이순신장군 캐릭터의 느낌이 좀 아쉽게 와닿는다. 그리고 우리 사회의 현실을 보니 마치 거북선이 불타는 듯하다. 
5974,5,큰 기대를 하고 봤는데 역시나 한국영화구나~~
5975,10,충성은 국민을 향한다. 기억속에 오래 남아있을 영화입니다.
5976,10,너무 재밌었다. 강추!
5977,7,"이순신의, 이순신에 의한, 하지만 백성을 위한. 천만이 이 영화에 동요된다."
5978,8,조연급 캐릭터들의 표현이 부족했다. 갑옷등의 무구들이 새것의 티가 너무 나고 고증이 부족하다만 뭐 누구말 마따나 역사스페셜 보러 온것도 아니고 넘어가줄만 하다. 함선 전투장면등 볼거리는 충분 러닝타임을 보니 영화사에서 흥행을 고려해 2시간 짜리로 끊은듯. 벌만큼 벌었으니 나중에 감독판으로 190분 짜리로 새로 편집했으면 좋겠다. 
5979,10,재미있었어요...생각할 거리도 준 것 같구요.
5980,10,우리 나라가 자랑스러웠다.
5981,10,"과연 레전드 급.. 정치권 아씨, 줌마들 보시고 반성 하세여..."
5982,10,대박!
5983,10,또봐도 울 것 같은 너무 감동적인 영화임!!
5984,5,"전달하고자 하는 내용이나 시나리오적 의도는 알겠다...한전쯤 우리 국민성을 돌아보기도 했고.. 근데 디테일이 떨어져는 영상을 보면서 ""아!! 제말 언론플레이에 속지 말자"" 란 생각이 왜 드는거지.....ㅡ.ㅡ"
5985,8,⟨솔직 평점⟩ 연기력에...그냥...끝. 최고의 영화는 아니였지만 최고의 연기력이었습니다.
5986,10,잘 만든 영화라고 볼 순 없지만 긴장감도 있고 울컥하는 것도 있어요.
5987,1,주모~ 국뽕 한그릇 말아 오시오
5988,10,전국민 출정하라.이상입니다.
5989,7,재밌는건 인정해  하지만 씨제이거라고 도배질에 남의장사 못하게하는건 토나옴 
5990,10,"전문가 평 처럼 ⟨왕이 아닌 백성을 향한 忠, 영웅이 아닌 백성을 향한 카메라⟩라서 10점 만점이요~ 다만 시대상황이나 인물들 공부를 좀 하고 보면 더 볼만할듯 해요. 역사가 이미 스포일러니까 이야기 보다는 인물들과 영상등을 어떻게 그릴지를 중점으로 보아야 할테구요. 또 한번 느끼지만 이순신 장군이 없었다면??!!!"
5991,9,"CJ의 거대자본으로 무장한 영화라는 것이 아쉽긴 하지만,  애국심까지 들먹이면서 ""디워""수준으로 폄하할 영화는 절대 아니다. 오히려 애국심보다는 국민들의 현정부에 대한 저항심을 교묘히 이용했다고 볼 수있다. 다만 영화자체는 무게가 있고, 느낌도 확실히 있다.  한국영화 최초 1500만 예상해 본다. "
5992,7,"충무공 이순신은 다음과 같이 평했습니다 [난중일기]:  慶尙將卒 皆烏合之兵也 日日一斬卽 軍令保全 (""경상도장졸은 모조리 오합지졸이라 하루 한놈 목을 쳐야 군률이 유지된다"")  (충무공은 한편 전라도에 대해서는 若無湖南 是無國家(호남없인 나라도 없다)라고 입이 닳게 칭찬 하심은 너무도 잘 알려져 있군요.)"
5993,7,"옛날 성웅이순신을 비롯한 여러 이순신 영화(모두들 교육용, 너무 지루함)와는 차별화 되지만 오늘날 수준이 높아진 한국영화들에 비교하면 그냥 평범한 영화. 하지만 현재 모든게 엉망진창인 대한민국에 주는 메시지는 큰 울림으로 다가옴."
5994,9,남편과 이년만에 함께 본 영화~~개봉전부터 보고 싶어 벼르고 있었는데 드디어 봤네요~~관람평들을 미리보고 큰기대는 안했는데 괜찮았어요~~~불멸의 이순신과는 좀 다른~~ 어쨌든 당시 무모한 싸움에서도 승리를 끌어낸 선조들어게 깊은 감사를 드립니다~
5995,10,호불호가 있으나 이런시도 자체가 시대상황과 맞아떨어지누나
5996,9,아 나도 나가서 싸우고 싶다 쪽바리들
5997,0,이것도 영화라고.;;
5998,9,눈물까지 흘리며 봤어요. 
5999,5,성웅 이순신장군 이라는 거대캐릭터영화라서 4점 .  최민식이라는   에스급연기자라는 이유에서 1점. 내용0점.  스토리0점 . 스릴0점 . 그냥 불멸의이순신이 훨나음 어제 보앗던  (왔다 장보리) 가 훨 재밋음
6000,2,솔직히 액션은 화려한데 조뚜 재미없던데..ㅅㅂ낚여서 본영화ㅠㅠ
6001,3,넘내용이 요약 이라 난해함  역사모르면   ㅠㅠ
6002,4,"이 순신장군의 명량해전에서 승리할 수 있는 원동력은 울돌목이라는 특이한 해류작용, 주민들의 헌신, 병사들로부터 자발적 참여를 이끌어 내는 리더쉽, 임금에 대한 충성 보다 민초에 대한 애정 등일텐데 이런 점 들이 영화에는 잘 부각되지 않은 것 같아 아쉬웠다."
6003,6,"솔직히 영화는 재미없음!!! 소재가 좋고, 홍보가 대단하나 분명 기대이하였음."
6004,6,초반의 전개거 난해한것이 기대치 이하였다.  왜 이영화에 이 난리들인가.
6005,10,또 보고 싶어요   재미가 짱이어요
6006,8,보는내내 울컥울컥 북받처 오르는 무언가가 있었지만 살짝 오글거리는 부분도 없잖아 있음
6007,10,민족의 영웅인 이순신을 연기한다는 것은 참여려운 일이였을것 같다. 최민식의 연기에서 구국의 신념과 백성을 사랑하는 마음이 전해졌고 류승룡의 연기는 카리스마가 압권이다. 하지만 허무하게 죽은것이 아쉬웟다.
6008,10,또보고싶다~~
6009,0,보는중  평점 남김  졸 지루  졸  노잼   쓰레ㅣ기
6010,5,한마디로 이순신의 위대한 이름과 최민식빼면 뭐가남지? ㅠㅠ 너무 기대를 햇었나? 영화정말지루했음....그래도 최민식님연기는 일품이었음^^
6011,0,"이순신장군 아님 ,,어..휴   속이  울렁걸릴  정도로  지루함"
6012,8,스토리나. 뭐 그런건 워낙 많은 분들이 얘기 하셔서. 따로 이야기하지 않겠으나... 영화에서 판옥선 등이 이동하는 영상은 정말 쫌 그렇더라... 모터달고 이동하는 것이 티가 팍팍~ 어쩜 그리도 노도 안젖는데. 잘 나가던지 ㅡㅡ;  정말 판옥선 등등의 이동 모습은 옥에 티이자. 전투씬에서 웃음 거리로 비춰지더라.
6013,10,군더더기없이 더 잘 만들어라 하지만 10점 만점 10점
6014,4,이영화를 일본사람들이 보면 피씩~ 웃을듯!! 영화라고 만들었냐고... 이순신 장군님 죄송합니다!ㅠㅠ
6015,10,"초등학교 5학년아이와 친정어머니와 함께 찾은 상영관은 낮시간임에도 빈자리 하나없이 명량의 인기를 증명했습니다. 우리아이왈 이거 다 배웠어요..엄마 이순신장군님 명량대첩. 교육적으로도 좋고 감동있고,연기좋고, 연출좋고 무엇이 부족할까 싶네요^^우리나라에도 진정한 국민영화가 나타난것 같습니다. 명량최고"
6016,9,해적....해무 ???  흥행이 무서워서... 평점테러 하나 ????  1000만 흥행작들이 10편이상이지만 ... 명량 만 1000만으로 인정한다. 돈에 눈멀어서 이순신 장군의 명량에 평점 테러하는 것들..   대한민국이 개판이긴 한가봐..  명량에 평점테러까지 하는걸 보면...
6017,4,"천만이나 본 영화를 안 볼 수는 없겠지만, 절대 잘 만든 영화는 아님. 고2, 중2 애들 데리고 같이 봤는데 대부분의 시간이 너무 지루해서 애들한테 신경쓰였고, 끝나고 나서도 뭐라 할 말이 없었음. 관객들도 다들 조용히 귀가하는 분위기. 출연진은 많은데 캐릭터도 없고 이야기도 영. 9~10점? 존경심에 영화 봄?"
6018,8,"헐리우드 블록버스터같은 웅장함은 있다. 그러나 시나리오는 전반적으로 긴장감이 떨어진다.  누구나 다 아는 역사적 사실로 그린 영화이기에 한계가 있을 수도 있었을 것이다. 영상미가 괜찮은 볼만한 영화이지만, 영화외적인 요소로 흥보가 더 되고 있음도 부인할 수 없다."
6019,5,영화는 별루   이순신 장군님 때문에 평점 줌.....
6020,0,이걸 영화라고 참나.. 이순신장군은 존경하지만 오로지 국민들의 애국심에 호소하는 개떡같이 만든영화는 경멸한다.. 최민식씨 담배좀 그만피쇼 목은잔뜩쉬어서리 대사전달도안되고 두시간내내 눈에 힘만주면 연기잘하는거요..연기공부좀하고 합시다.  
6021,10,"이순신 장군의 고뇌와 내면을 볼 수 있었던, 가슴 먹먹한 영화"
6022,10,이 영화에 10점을 안주는 인간들은 왜놈 쪽발이들이다
6023,10,올해 한국영화중에서 제일 만든영화임.
6024,3,자꾸 감동받으라고 강요받는 느낌. 억지요소가 전체흐름에서 차지하는 비중이 너무큼. 마지막에 아리랑 깔은 디워를 볼때와 유사한..좀 낯부끄러운 느낌
6025,3,불멸의 이순신을봐라
6026,10,역사와 인물과 현실이 총 집약된 결정판. 우리의 앞날을 예비하도록 늘 교훈을 주는 위대한영웅. 어떤 왜곡과 비약도 뒤집을 수 없는 숨길 수 없는 진실.
6027,9,이영화를 보고 평점을 7점 밑으로 주는것도 이해가 안돼지만...진중권이 왜 졸작이라고 표현했는지..정말 이해가 안간다..아주 걸작이라고 본다...
6028,7,울나라 뿐만아니라 전세계 인류역사상 최고의 명장이신 성웅 이순신제독님을 영상으로나마 느낄 수 있었다는 것에 만족함. 나또한 진중권씨말대로 영화를 본게 아니라 이순신제독님의 거대함때문에 봤음. 
6029,7,흠..ㅋㅋㅋ
6030,2,재미를 떠나서 일본은 대포한발 안쏘고 화살만 쏘는 이유가 대체 뭐냐?한국보다 훨씬 발전했는데 한국은 대포 쏘..국민을 우롱하는거냐?중간까지 너무 지루해서 졸았다.홍콩영화 수준에도 못 미치는 영화다.비슷하게 따라한 영화
6031,10,아이들도역사를 알수있는좋은영화였습니다 그리고 4점이하는 좀 듣기싫고요 전 아직 초등학생인데 동생들도정말잘보드라구요 완전추천(4점이하 점수는되도록 주지맙시다 그러면 한번영화찍어봐요ㅜㅜ)
6032,9,아직안보았다. 보겠습니다 99.0
6033,7,우리나라의 영웅 이순신장군의 명랑해전을  제작 연기해준 최민식등 모두 수고 많으셨어요~~
6034,1,명랑 보기전에는 진중권 욕했는데 보고 나서 완전 공감한다...대체 천만들만한 이유가 모냐?..  cgv 5개관 있는곳 갔는데 전부 명량...허큘러스 보러갔는데 저녁 늦은시간 딱 두타임 있더라..  해도 해도 너무한다 진짜...  재밌거나 감동적이기라도 하면 말도안해.....내용도 허술하기 짝이없고...
6035,9,"애비가 무능하면, 자식들도 무능하고... 애비가 유능하면, 자식들이 고생한다..."
6036,10, 좋았다.   보라고 권하고 싶은영화다.
6037,7,"최민식의 카리스마와 스트레스 해소용 영화로서는 감동적이긴 하나 이순신의 탁월한 전략과 소통의 리더쉽, 그리고 명량해전을 제대로 묘사하는데는 실패.. 최악의 상태에서도 율돌목 해전을 구상하기까지의 민관군 소통과 패배감과 공포심에 사로잡힌 부하 장병들에게 전투력을 극대화 시키기 위한 설득 미흡"
6038,0,할말 없다.... 안 봤으면 보지마세요. 보지않은 당신이 부럽습니다...
6039,10,"영화적 완성도를 떠나 이순신장군의 존경의 의미로 10점 줍니다.~~그 어려운 상황에서 나라을 위한그분의 영웅담과 그 시대사람들의 상황을 영화에 다 담기란 어렵겠지요. 중간 중간 눈물이 나는, 가슴아픈 순간이 많아서 이순신이란 인물을 다시생각하게 하는 영화입니다."
6040,10,시대에 맞는 영화
6041,10,이순신은위대하다!!!
6042,10,감동적이네요.. 중간에 눈물이 났어요ㅜㅜ진짜 볼만합니다.
6043,3,완성도가 떨어지는 어수선한 영화. 울돌목의 승리가 천행이라는 마지막 대사가 참으로 허탈함. 대사가 잘 안들린 건 나만 그런건가? 이런 수준의 영화가 대히트를 치다니..... 
6044,10,보는 사람에 따라 다르겠지만 지금의 한국 상황을 많이 생각하게 했다.
6045,10,한국영화는 보면 손해라 생각했는데 볼만했다.
6046,10,"3대가 재미있게 볼 수 있어 좋았고, 개인적으로 한번더 보고 싶은 영화였습니다."
6047,5,"이순신스토리가아니면..그저그런영화...그냥 심형래가 디워를 만들었다는것만으로도 잼있게봐주는국민성과비슷~캐릭터가전혀없는영화,그냥스토리만있는드라마..."
6048,7,"이순신 장군의 업적과 그 당시 시대적 배경을 생각하니 감동이 있었고, 전투신도 볼 만 했다. 잘 만든 흥해작! 하지만 스크린 독점이 심해서 다양한 영화들을 볼 수 없어 많이 아쉽다. "
6049,10,재밌음^^
6050,9,"재체로 좋았다. 다만 최민식의 연기 또한 명불허전 이었지만 목소리가 자꾸 방해를 했다고 본다. 최민식의 목소리는 약간 코맹맹이 소리가 들어있는데 그것이 자꾸 귀에 거슬렸다. 웬지모르게, 하지만 표정연기. 영웅의 면모가 아닌 인간내면 연기는 역시~라는 생각이 든다."
6051,4,조선판 에어포스원...헐리우드식 영웅이 된 이순신장군...
6052,7,애국심으로 보는영화 이순신이라는 인물로 너무 많이 과대포장하여 관객들을 유인하는영화 영화자체는 재미는 없습니다. 재미적인 요소는 없고 최민식 연기말곤 볼게 없었네요
6053,8,명량해전 이전에 무슨 일이 있었는지 5-10분간 빠른 전개를 통해 보여주었다면 어땠을까 싶내요. 선조의 무능함과 시기심 속에서도 나라를 위해 다시 전라도로 내려가는 이순신 장군의 모습을 그렸을 면 더 좋았을 것 같습니다. 
6054,4,주위에서 재미있다해서 기대감이 컷던것일까요.. 정말 애국심으로 보는영화일듯하고...  머리말고 가슴으로 본다면 좀더 재미는 있을듯해요...   사람이 노 젖는 물살과.. 모타로 가는 물살이 다른데.. 자꾸 그건것들때문에 머리로 영화를 보게되었네요 ㅜㅜ 아이들이 이순신장군을 영화로 기억할까 좀 걱정은됩니다.
6055,10,............
6056,10,영웅이순신이 아닌 인간이순신을 봤습니다... 모든 고뇌를 이겨내고 영웅으로 기억되었지만 고뇌가 얼마나 컸을지 상상이 안가네요..
6057,10,알바들 있나? 꿀잼이었는뎅 
6058,10,우리집사람은 너무조잡했다고 했다..좀더 돈을 더써서 정말 더 정교하게 만들어야한다고 했음..난 정말 재미있었음
