,ratings,comments
830,10,가슴뭉클하네요  재미도 첨가~~
831,9,CG 일부분이 좀 티가 나고 연출도 부분적으로 별로이긴 하지만 우리 윗세대가 어떻게 살아왔는지 그분들의 고통 슬픔 노력 희생 등을 조금이나마 엿볼 수 있게 해줬다는 점에서 이 영화와 감독 배우 스태프들에게 고마움을 느낀다 우리 젊은 세대들에게 꼭 추천해주고싶은 영화 
832,10,오늘 한국은  어르신들 때문에 있는것입니다. 감사합니다. 눈물 많이 흘렸습니다.
833,0,정말 재미 없네요 
834,1,아~~~~~~~~~~~~~휴~~~~~~~~
835,9,"한국전쟁이후 오직 가족들과 나라를 위해 모든걸 다 희생하신 어르신들에 관한 너무나도 감동적인 메시지를 주는 영화며 절대로 누구나 다 아는 뻔한 슬픔 뻔한 감동이 아니다!!!!!! 이런 영화가 겨우 7점이면 안돼지......, 전문가 분들은 다시한번 재평가 해보시길."
836,7,잘봤습니다. 부모님 세대의 고단한 삶을 이해할수 있어서 좋았습니다. 
837,9,"난 비전문가라 영화편집, 각색이 어떠니저떠니 평가하진 못한다. 그저 부모님세대에 대한 감사함을 느낄수 있었고, 지금 이좋은 시대를 살고 있는 것만으로 감사함을 느낄수 있는 시대상을잘 반영한 영화였다. 훌륭한 배우분들 덕분에 몰입해서 재미있게 봤다"
838,8,영화를 보는 사람에 따라 영화의 느낌이 다르게 마련이다. 인생도같은 시대를 살지만 사람에 따라 인생이 다르다. 대한민국을 살아가는 중장년들의 아버지 세대는 누구나 겪었을 시대다. 혹시라도 아버지가 살아계시면 아버지의 역사를 들어보는 시간을 가져보라. 아쉽지만 안계신다면 이 영화를 보면 아버지의 삶을 조금이나마 알게 될 것이다.
839,10,할아버지 아버지 감사합니다.  한국판 포레스트 검프
840,10,"별 생각없이 봤는데 정말 감동적이네요 억지스럽다고들 하시는데 그 당시 사회상, 그 시대를 살아온 부모님세대를 우리가 이런 영화가 아니라면 어떻게 알 수 있을까요? 막연히 교과서에서, 다큐채널에서 봤을때 이만한 공감을 얻을수는 결코 없을 겁니다. 정말 이 작품을 만드신 감독님,스태프,배우들 존경합니다"
841,3,이따위 수준 이하의 영화가 한국에선 어떻게 1400만이라는 말도 안되는 관객을 기록할수 있었을까 ? 한국영화는 뭔가 꺼꾸로 가고있는듯한 느낌 ~ 한마디로 속았다.
842,10,"힘든세상, 우리가 겪은게 다행이라는 그 한마디가 너무나도 와 닿습니다. 부모님들 어르신들 감사합니다. 1.4후퇴부터 주요사건을 배경으로 만든영화가 이산가족찾기에서는 눈물 펑펑 흘렸습니다. 웃고 눈물흘리고 감동이고 정말 고생하신 세대의 삶을 잘보여준것 같습니다."
843,5,"이 냥반 작품은 역시 억지 감동이네..그래도 해운대,타워 보단 잘 만들었다..배우들 연기도 좋았다..하지만 역시 윤제균감독은 내 스탈이 아니라는 걸 또 한번 느끼게 해준다...좀 억어지좀 빼면 안되나..ㅠㅠ"
844,8,정치색 없구먼 무슨 암튼가족의소중함을 느낄수있는 영화였네 지금이시대에태어난거만으로 감사해야
845,10,"이시대의  할아버지 ,할머니,아빠,엄마가 아니였다면 지금의 대한민국 은 없다"
846,10,최고입니다
847,5,"천만 관객이나 불러 올 스토리라인은 아니라고 봄. 정말 울어야 할 포인트를 감독이 콕콕 찝어 준 영화. 이런 감동은 정말 재미를 반감시킴. 좀 자연스럽게 못만드나, 아쉽다. 아쉬워."
848,9,어른들 힘들게 살아온 것 잘 알겠다. 하지만 지금 젊은이들의 고통은 절대 어른들의 그것 보다 작지 않다. 
849,10,"지금의 우리, 우리나라가 있기까지 대한민국 모든 아버지들의 희생과 눈물에 다시한번 감사드립니다. 아버지가 되고보니 너무나 와 닿는 황정민씨의 영화중 대사입니다  ""내는 그리 생각한다. 힘들세월 태어나가 이 힘든 세상 풍파를 우리 자식이 아니라   우리가 겪은기 참 다행이라꼬"""
850,7,우리 아버지 세대의 잘 표현했지만 이 영화가 인정받지 못하는 현 시대가 안타깝다.
851,10,똑같이 고생하신 아버님 뵈러 내일 시골다녀와야겠습니다
852,0,"윤제균 감독은 딱 억지감동 뭐 그런거임.해운대의 경우가 그럼. 실제로 이영화 주인공처럼 한국전쟁에서 ㅍ;해받은 사람들은 많겠지,그런데 독일갔다가 베트남 갔다가 일어버린 여동생을 만났다가...진짜로 억지로 맞춘거같음... 정말 억지가 너무 심함"
853,4,감동받아라 울어라 노골적으로 요구하는게 선전영화같음
854,10,별 기대하지 않고 시청했는데 우와 정말 잘만든 영화입니다. 황정민씨 연기 넘 잘하네요
855,10,감동적이면서도 짬잠이 웃음도 주는 한국영화로서 성공작인 것 같습니다. 우리역사의 애환도 잘 표현했고 배우들의 연기도 수준급이네요. 잘 봤습니다
856,9,울엇다. 36살이라 양면의 갈등도 있었지만 형제도 있고 아이도 있어서 눈물을 주룩주룩 흘리며 울었다. 너무 슬펏다.
857,8,"당시 대형기는 보잉707기였음에도 747여객기가 나오고 독일 광부 모집 근로자들의 두발과 혁대 버클 등 고증에서 몇가지 옥의 티는 있었지만, 정치적 이슈를 떠나 6.25전쟁과 근대화 과정에서 주인공의 파란만장한 인생역정과 당시 경제적으로 궁핍했던 시대상까지 적절히 믹스하여 잘 표현 한 영화로 보인다 "
858,10,통일이 되어 흥남부두에 가 보았으면 좋겠또... 그때가 된다면 그곳은 애환의 관광지가 될 뿐만 아니라 흥남에서 부산까지 여객선이 생기겠고 항공로로 개설될듯 싶은데 지금은 멀~었~뜨... 
859,10,"영화 정말 잘만들었네요~배우들 연기 잘하고,이산가족상봉때 펑펑울었네요ㅜㅜ 김윤진누나 오열연기 감동입니다~"
860,10,잘 봤습니다. 힘들게 어려운 시대를 잘견뎌네 주신 모든 아버지들께 감사의 마음을 전하고 싶습니다.
861,9,"6.25 이후 불모지 폐허나 다름없었던 시절, 그때 사셨던 어르신분들이 오르지 자신의 가족을 위해서 자기의 육신과 영혼을 다바쳐가며 현대의 대한민국에 이르기까지 모든걸 희생하셨던 그 마음이 우리세대들에게 너무나도 감동적이고 뭉클하고 가슴벅차오르게 느낄수 있었다. 평점을 낮게 주는건 그분들을 모욕하는거다. "
862,10,내가 본 한국영화중 최고다.  가장의 희생과 그 밑거름으로 지금 이 세대가 이정도나마 편하게 살고 있는것을 알게 해주는 영화다.  그리고 이 글이 박정희 대통령 찬양 영화라고 하는 인간들아.. 도대체 어느 부분에 그런 내용이 있더냐? 세상을 색안경끼고 삐뚤어지고 일그러진 심보로 보지마시오.  
863,0,예전 영화관에서 영화 시작하기 전에 보여주던 대한뉴스 보는것 같은 느낌?  
864,10,같은 시대 많은 공감을 느꼈습니다 훌륭한 영화 ^^
865,10,끝나고 여운이 남는 좋은 영화였네요
866,8,아버지 생각이 많이 나게하는 영화였네요~ 너무 진지하지만은 않고 웃음코드도 있고~ 살짝 아쉬운 부분도 있지만
867,8,재밌게 봤습니다.
868,8,괜찮은 영환데 평이 극과 극이네요 흠..
869,4,요즘 천만영화들 왜들 이러냐 진짜 국민들이 이리 어리버리 하니 정치인들도 썩어가는거 아녀 정치인은 그 사람 정책을 보라고 선하게 보인다고 좋아 하지말고요 명량 국제시장 진짜 잘 만들었다고 생각들 하시나  상영관수 별로 주지 않은 집으로가는길 같은 영화들을 생각해 보자고요
870,10,돌아가신 아버지가 그리워지는 영화였습니다. 
871,5,연출이랑 대사가 하도 촌스럽고 신파조라서 감독 필모를 훑어봤더니 아항... 끄덕끄덕.
872,5,국제시장국제시장 하길래 봤는데 옛날 어른들의 삶얘기네요요즘 어른들이보시면 좋아할 영화~~~ 
873,9,"우리 어버이 세대 에게 바치는 영화인듯 ,,"
874,3,황정민 나온 영화중 젤 재미없다. 조금 더 스토리 전개가 매끄러웠다거나 했다면 억지감동도 자연스럽게 받아들일수 있었을텐데  그리고 주인공 삶이 지나치게 파란만장하고 굴국이 많은설정도 돌의 티
875,7,남의 입장은 당사자들이 아니고선 알수없다. 서로 헤아려야 할 일임을. 어떤 한 사람이라도 함부로 판단해선 안된다.
876,0,"그냥 싸구려 코미디물. 제대로 감동적으로 그려내던가... 너무 많은걸 담으려다가 코미디가 되버리고, 감정 이입이 안됨."
877,3,그냥  유신독재시절 대한뉴스에 살 좀 입힌 꼴 이긴 하지만...연기자들의 열정에 3점 준다.
878,8,충분히 함께 공감하며 울수있었던 작품.. 하지만 과거와 미래를 매치했을때는 아직 가야할길이 멀었다는 느낌도 함께 마음한켠에 고스란히 남았던 느낌.. 
879,3,연출 너무 어색해서 오글거린다. 포레스트 검프 아류겠지만 그래도 어떻게 이북 사투리가 경상도 사투리와 같이 섞여 나오는 것인지 참...
880,0,좀...
881,10,1.4 후퇴때 동생과 헤어져서 항상 마음아파하시는 부친 ... 50년대 태어나 먹을것 입을없고 결핵으로 친구들 다 죽은데 겨우 살아난 본인에게는 남이야기가 아니라 진짜 이야기...
882,6,예상 가능한 내용과 예상 가능한 감동
883,6,가슴 아픈 역사 그리고 먼 타향에서 또는 고향에서  가족을 위해 희생하셨던 우리네 아버지들... 울컥했던 흥남부두과 이산가족 찾기... 황정민과 오달수 콤비 다른 영화에서도 기대된다...
884,3, 포레스트검프가 독이든사과라면 이건 그냥 맛없는 과일. 현대사 나열 나열 나열
885,0,...............
886,10,윤제균 감독님 감사합니다. 황정민님 김윤진님 장영남님 정진영님 오달수님 이하 배우분들모두 감사합니다. 삶이 힘들고 지칠때만다 이 영화를 꺼내어 보겠습니다. 나아닌 타인의 객체 하나하나까지  소중하게 볼수있는 그런눈을 가질수있는 기회를 주셔서 고맙습니다. 진심으로 감사합니다.
887,7,그냥 볼만하구만....왜이리들 악평들을 하시는지..........
888,10,그냥 눈물이 주르르. 한국 사람만이 가질 수 있는 감정과 상황들. 꼭 아버지 세대가 아니어도 감동을 받는 영화. 재미와 감동을 모두 잡은 영화. 다만 영화관은 독점하지 말았으면
889,5,기대보다는 꽝이 었네요 그져 그런 영화 한번 보고 더이상 보고 싶거나 감동을 주거나 그런 영화는 않인듯 합니다 한국영화니까 5점 드립니다 ... 언론에서 왜이리 칭찬을 한건지 차라리 개를 훔치는 방법이라는 영화가 두배는더 감동과 재미 를 주는거 같네요 ... 
890,8,우리의 아는 근현대사...그래도 보는 재미는 쏠쏠
891,0,억지 그단어만 떠오르네
892,10,억지라니...  감동을 짠건 있지만 불과 삼사십년전 일이다..  나 어릴적 엄마 울어가며 이산가족 보던게 아직도 선하다..  보는 내내 가슴이 저리다.
893,3,억지 감동.. 스토리가 저질이다..
894,0,박그네가 아버지에게 바치는 헌정 영화.
895,7,시청각교육용영상 교육방송 감동은 보는사람이 느껴야되는데 억지로 짜내서 감동을 주려고하고 주입식 사상교육인지 너무 우리가 이렇게 어렵고힘들었다 이걸너무 강조하는듯
896,1,차라리 다큐를찍지
897,9,감상엔 젖지만..감동을 주진 못한다... 그래서 두 번 보기엔 힘든 영화...
898,8,공감대가 형성되는..무엇보다 그시절의 애잔함 그리고 보기드문연출력 찡함까지 천만까지는모르겠으나 분명 통하는 맛은 있었다는거 
899,3,알바들 천지넹~~~ 3점 준다.
900,10,정말 재밌게 봤습니다.
901,10,평점이 너무 낮음
902,7,"기대한것 보다는 이하였다. 명작과 그렇지 않은 영화의 차이점을 시나리오,연출력,캐스팅,연기력만 가지고 논하기는 그렇지만 뭔가..전개라던가 구성이. 단조로운..?; 하지만 감동적이고 재밌는 영화라는 것은 부인할 수 없다."
903,5,내용이 너무 진부해서 5점...  눈물 질질짜는거 딱질색인데.  솔까 내용도 별로 공감이 안간다.  부모님세대는 9급공무원3개월공부하고 합격.  이자율연10%하던시절로 예금이자 픽팍.   미소냉전으로 보호무역해서 연경제성장율8%에  부동산상승시기    자영업으로 돈벌던시기라서  지금청년층보단 훨 환경이 좋았던세대인
904,9,평점이 너무 낫다 
905,0,"그 세대 고생 많이 한 세대고 그들에게 고마와해야한다. 하지만 전후 그 세대의 필연적인 문제들을 박정희독재의 정당성과 연결시켜 그 시대를 보는 인간들은 그 세대를 모독하는것이다. 그 민초들은 나라를 도둑질 하지도 않았고 그 시대 집권층처럼 사기,협착으로 살아오시지도 않았다. 그들 땀과 부성애를 모독하지 마라"
906,6,어려웠던 시절의 갖가지 에피소드를 한 인물에 집중시켜 짜집기한 내용일뿐 그 이상도 이하도 아니다. 개연성도 없고 재미도 없고 감동도 없고 참 어중간한 영화...
907,7,"그분들이 만든 현재 사회가 자살률 1위, 교통사고 사망률 1위, 출산률 최하위,  뿌리깊은 정경유착과 부정부패인데 뭘 그리 자축들을 하십니까?  중국보세요. 남의 자본 끌어다 한해 7-8%씩 성장합니다. 즉 돈은 돌고돌지만  국민의식은 어떻게 할수 없죠. 천천히 발전하더라도 내실이 더 중요했습니다."
908,9,가족을 위해 꿈도 기꺼이 포기 해야만 했던 그시대의 부모님을 이해 할수 있는 영화.그들이 있었기에 누릴수 있는 풍요에 감사하다..하지만 그들이 후손에게 대물려 주지 않기 위한 희생이 지금 세상에 또다시 반복 되는 두려움.애국을 가장한 정치적 서글품..배우들의 명품 감정연기는 뭉쿨한 가족애.멋진 오달수 깨알재미
909,9,아버지가 생각나는 영화.. 
910,9,재밌음
911,5,언제나 역사는 지난다. 평가는 후손이 한다. 그 시대를 겪은 노인이 하는게 아니라.
912,0,ㅉㅉ
913,4,우리의 아버지들은 왜 꼰대가 되었나!!! 그걸 이해하라고 만든 영화... 시대를 관통하는 영화를 만들기엔 역량 부족이 뚜렷하게 보인다..
914,8,한 가족의 가장으로서 살아간다는것 삶의 무게...
915,6,단지 다큐일뿐... 추억팔이 영화.. 이런게 10점??? 푸하하
916,0,꼰대를위한영화 재미로본다면 그냥다큐가낫다
917,10,흐르는 눈물을 그저 훔칠 뿐입니다. 이 영화를 제작하는 데 쏟은 노력에 박수! 영화 완성을 위해 힘쓴 배우들에게 박수! 아는 사람은 다 알아요!
918,10,아부지한테 미안하고 외할아버지한테 미안하다. 참 고생 많으셨습니다.
919,10,난 재밌었음.  적절한 웃음코드와 공감을 이끌어내는 시대적상황과 가족상황......그냥 40대가 아버지세대의 삶을 간접경험으로 이해할수 있는 계기가 됨.  아버지 사랑합니다.
920,9,잘봤습니다.
921,4,명량과 더불어 10분만에 보다가 포기한 영화` 어색한 노인분장 이게 천만영화? 우습다 ~
922,10,좋아요..
923,10,역대 대한민국 최고의 영화!!!!!! 꿀잼 꿀잼 대박 추천 영화!!!!!!!! 10점 미만 평점준 새끼들은 1000% 좌좀새끼들이니 10점 만점 준 사람글 말을 믿으3
924,10,"재미있게 잘 본영화, 포레스트 검프 한국판이라고 불릴만 하지만. 좋은 영화 "
925,4,포레스트검프의 오마주인가? ㅋㅋㅋ 실력위에 오마주 아닌가? 뭔가 어설픈 설정에 억지감동이 주는 역함이랄까...거품이 심한 또 한편의 영화..돈 주고 영화관 가긴 좀 그렇치 않나!...ㅋㅋㅋ
926,6,"윤감독 영화라는 게 놀라운 일이다. 시나리오 편집 잘 됬고, 단 배우가 황정민이 아닌 색깔없는 배우를 썼으면 하는 아쉬움만... (황정민 연기는 신세계 냄새가... )"
927,10,말이필요없는정말좋은영화다..
928,10,감동적
929,10,다 괜찮았다. 그시대의 아버지들은 다 그랬지만 누가 알아주는가 색깔론은 씌우지마라. 인정할건 해야지
930,5,다좋았지만 배우들 노년연기 분장이 어색해서 몰입이 안됬다
931,8,"이산가족 장면은 눈물이 나더라,, 티비를 카메라로 찍은게 좋았다. 그 당시 티비보던 기억, 울엇던 기억이 난다. 그외는 무난했다. 이런 영화에 왜 색깔론을 입히는지는 모르겠다.  "
932,8,생각보단 그냥 무난했다. 거슬렸던 점은 억지감동과 주연배우들의 노년기 연기다. 분장은 완벽에 가깝게 해놓고 목소리는 거의 그대로다. 김윤진의 연기도 이번영화에서는 조금 오버됐다는 생각이 들 정도로 안타까웠다. 이 영화가 천 사백만을 넘었다니 진짜 대형기획사의 마케팅과 극장점유율의 파워였던듯..
933,10,최고
934,9,생각없는 평점테러로 진보 좌파 욕먹이지말자..
935,6,포레스트 검프가 생각나네
936,10,그시절..어린나이에 어쩔수 없이 겪어야만했던 큰사건들 ..짊어지고 버텨야만했던 아픔을 어른이 되어서도 쫒기듯 살아가는 모습들이 간접적으로 느껴졌습니다.지금 우리의 할머니 할아버지께 그동안 고생 많으셨습니다.  존경합니다.
937,1,좋은영화이지만  천만영화는아니다 대형배급사에 힘을느꼈다
938,10,아버지한테죄송하다
939,5,"다행이다. 이제서야 tv로 봐서... 극장에서 봤음 후회할뻔...  억지웃음, 억지울음 이런거 싫다."
940,5,완벽한 감성팔이  전통혼례식은 정말 좋은 것 같다 이제는 없는건가
941,10,장남으로서 아버님이 돌아오실 때까지 가게를 팔지 않고 또 가장으로서 자기의 꿈을 포기하고 생계에 전념했던 남주의 일생을 보며 엉엉 울었다...그러한 시대에 태어나지 않은 것에 감사하며...
942,7,이 나라를 일으켜준 그 시대 가장들에게 드리는 따뜻한 위로.
943,10,감동 그 자체~
944,9,"어릴적 이산가족 상봉 내내 티비에서 했던 시절정도만 공유했지만.. 그냥 문득, 아버지 어머니 나 키우신거 고생스럽고 미안한 마음도 들고 우리 아버지의 아버지 어머니의 어머니 다들 전쟁과 혼란의 시절에 나의 부모님 자기 목숨처럼 키워주셨기 떄문에 지금의 내가 있는 것 같다는 생각도 드네요.  "
945,9,40~50년대생  어르신이  본다면  감동 두배~  주인공 일대기를  통해 그시절을  어렴풋 알게되었네요  좋았음~~
946,5,"아버지 덕수 이야기...국제시장 많이 안 나온다. 남진이 월남전 이후 부른 곡이 님과 함께이자만 작곡가는 남인국이다. 그때 프레슬리가 인기였으니...정주영은 대통령이 조선업하라고 했을때 기술,자본이 없어 불가능하다고 했다. 그래도 해냈던 전설같은 분이지만 꿈이 조선업은 아니었다. 참...세밀하지 않아 실망 "
947,10,감동입니다. 보면서 많이울었네요. 
948,3,노인 연기가 너무 어색해
949,10,멀더  바라냐  요즘  한국영화중에   이정도면....
950,10,상업적 재미와 감정의 전달력은 충분히 즐길만한 좋은 영화 라고 생각 한다. 
951,10,왜 배를 타고나면 남겨진곳이 대폭발을 했는지 모르겠지만. 그럼에도 불구하고 충분히 감동을 주었다. 많은 영화를 봤지만 평점은 처음남긴다. 기억에남는 대사 ''아버지 저 정말 많이 힘들 었 습니다'' 
952,8,영화 자체는 좋은데 근현대사에서 좋고 슬픈것만 보여줌 절대 어두운면은 안보여줘서 아쉬웠다.
953,10,이 영화를 볼수있음에 감사합니다
954,0,유사 불량 식품같은 영화~~ 이걸 연출하고 뿌듯했냐~ 쓰레기야~
955,10,좋음..근현대사를 한눈에 보는듯
956,0,꼰대의 꼰대에의한 꼰대를위한 구역질나는 영화
957,8,"⟨우리 집의 역사⟩(2010)라는 3부작 일본 드라마가 계속 오버랩된다(거기서도 주인공 가족이 가는 곳마다 장차 유명해지는 사람들이 잠깐씩 나오곤 했지). 자 이 부분에선 웃으세요, 이 부분에선 감동 먹으세요, 하는 게 너무 보인다(주인공의 대사를 줄였으면 낫지 않았을지?). 이산가족 부분은 정말 리얼하게 느껴졌다."
958,10,국제시장을 보니 어릴적 이산가족 상봉을 보고 어린나이에도 슬퍼서 펑펑울던 기억이 나네요 언제나 봐도 너무나 슬프네요 ㅠ.ㅠ 요즘 세대들이 보면 참좋을 영화일것 같네요^^~~ 정말 대박영화이네요^^~~
959,10,우리 아버지들의 힘들엇을 인생... 수고많으셨습니다....감사합니다....
960,3,그런데 이 영화가 아직도 극장에서 상영하나요??
961,1,주관적 평가니.. 씨레기
962,2,이것도 영화라고... 애국팔이 추억팔이.... 잡동사니 잘 모아놨다...
963,4,영화의 모티브는 좋았지만 구성이 너무 산만하다. 
964,8,"역시 드라마는 가족이 소재가 될 때 가장 빛나는 듯 싶다. 나머지 시간과 사건, 장소들은 그저 소스라고 생각된다. 아무래도 시대적으로 공감되는 부분도 적고 크게 재미있는지는 모르겠지만 가슴에 와 닿는 가족이란 메시지가 좋은 작품으로 기억되게 만들것 같다."
965,5,"초반 30~40분 까지 너무 지루해서 나올뻔했다. 다큐성 드라마 같은 느낌이고 이런 영화가 천만이 넘다니..... 영화는 첫번째 재미있어야 하고 둘째 재미있어야 하고 셋째,네째도 마찬기지다."
966,10,밑에 2009  병진시캬  국제시장이  정치영화냐 국내에 사건까지  영화에  넣을려면  미쳤다고   국제시장이냐 저시키는  골수좌빨시키네  앞으로 영화쳐보지마라 버러지같은시키네
967,10,한 사람의 일생을 통해 한국의 역사를 다시 뒤돌아보게 만듭니다. 아버지를 이해 할 수 있는 영화! 아버지가 고집 부리시는 건 다 이유가 있습니다. 한번 아버지와 대화해 보셔요.
968,5,배우들의 뛰어난 연기에도 몰입이 안되고 교묘히 숨거진 정치적 프로파간다란 비판이 굳어질때쯤 막내 여동생으로 나온 재미교포의 뛰어난 연기에 잠시 몰입되어 5점 준다.
969,5,"소재는 좋았는데, 연출이 좀...;;;  아쉽다.."
970,0,"스토리 전개에 대한 연출 부족, 배우들의 연기가 아깝다."
971,10,말이 필요없다 최고
972,10,완벽합니다.
973,10,간만에 볼만한 영화였습니다. 
974,5,"몇 장면 좋은 장면 있지만,  전체적으로는 좀 유치했다."
975,7,어른 막순이 역할로 나오신 배우 연기 대박
976,8,"이산가족에서 동생과의만남 찐한감동 .""운동장이 아니다;       잘봤습니다"
977,8,정치적으로 보면 민주화 과정을 쏙 뺀 편향 영화이고 베트남전 같은 팩트 아닌 팩트를 모르고 보는 사람이라면 그대로 알면 안됩니다. 이 영화 왜 욕먹는지 알 것 같은데 슬픈 역사를 잘 꾸며서 재미는 있습니다. 주인공은 국가의 희생양이었는데 그걸 애국으로 보기엔 대가가 크네요. 
978,8,"내 자식이 그렇게 힘들게 살지 말라고 내가 힘들게 살아왔는데, 그 자식, 손자가 또 그렇게 힘들게 살아야 하는 사회를 향해 열심히 달려가는 대한민국..."
979,6,스토리는 좋은데 구석구석 어설픈 연출이 많다 좀 더 사실적이게 보여주었으면 하는 아쉬움이 남는다
980,0,...
981,10,휴~~마지막에 내 많이 힘들었다고 할떄..왜이리 부모님 생각이 나는지.. ㅠㅠ ..
982,0,...
983,10,진짜 잘보았다 역사적 사실을 알고보면  더 감동ㅋ
984,7,"이산가족찾기를 누가 건드릴까 했는데 하필 윤제균감독..물론 이산가족 찾기에선 조금 슬펐지만 조금 더 깊이있게 다루는 영화가 나왔으면 좋겠습니다.. 전체적으로는 시대에 대한 질문이 부족했고, 남겨진 사람들의 애환을 간과한것 같아 ""우리들만이 노력해서 세운 나라""를 인정해달라는 칭얼거림으로 들렸습니다. 6.6"
985,9,"그렇군... 그런데 너무 짧은 시간내에 너무 많은것을 담을려고 해서, 너무 바쁘게 본것 같은 영화.. 하지만 좋은 영화였음.. 괜찮은 영화..~~"
986,0,"중국군이 무슨 양민 학살하는 공포의 적으로 나오네! 미군은 양민 구조해주고... 근데 어쩌지 현실은 정반대로 미군이 무차별 양민 학살하고 북괴군과 중공군이 미군을 몰아낸게 사실인데.. 삼류 영화로 역사왜곡도 참 개 jot같이 해놓았네. 감독,배우 전부 비러먹을 천박한 세끼들 "
987,5,소문난 잔치 먹을거 없다더니... 
988,7,흥남철수 장면을 웬만한 전쟁영화보다 더 비극적으로 그려내어서 초반부터 흥미를 불러 일으키더니 노년의 캐릭터 까지 자연스럽게 소화해낸 황정민과 그외 출연진으로 인해 지루할틈 없이 전개되는군
989,0,그냥 배경만 국제시장이네
990,10,허지웅 비판도 있었고 정치적인 논리로 바라본 영화평도 있어서 보기 전에 망설였지만 그냥 영화 자체만으로 볼만했다..너무 잘 만들었다...천만 넘는 영화는 앞으로 안깠으면 좋겠다...모두 볼만 했다..
991,1,"유치하고 진부한 한국식 가족 영화 억지감동, 어색한 분장 천만 관객이 들 영화가 아닌데 .."
992,10,아...10점을 줄 수밖에 없다.
993,0,영화도 영화지만 그시대에 김윤진같은 성형인을 섭외한것은 최악의 섭외였다~ 성형이 없던시절에 최악의 성형인을 섭외하다니...
994,9,우리나라의 근대화 과정을 보는 것으로 젊은이들에게 우리나라의 근대화 과정을 볼 수 있을 것으로 생각되어 참 좋은 영화라고 생각합니다.
995,10,감동적이였습니다. 
996,7,"제작자도 아니고, 감독도 아닌 관람자 입장에서는 그렇게 욕 들은 만한 영화는 아닐듯 한 영화라고 생각 드는데여? 쌀 한톨 아쉬운 시절에 물불 안가리고 일 해왔던 사람들에게 지금처럼 음식물 쓰레기라는게 생겨날 정도로 풍족한 시대의 사람들이 돌을 던질 만한 영화는 아니라고 봅니다. 엄한데서 화 푸지 마세여~"
997,7,"시대적 이해가 충분했고, 그시절을 살았던 세대에 대한 공감도 훌륭했던 영화. 영화 이외에 잡음이 많이 아쉬움이 남네요"
998,9,영화관에서 못봐서 집에봤습니다 가슴이 아프네요. . .    작품성좋구요 지루하지않았습니다. . 
999,5,그냥저냥ᆢ휴먼드라마한편
1000,3,스토리 3점 극본 1점 배우 연기력 10점  호불호가 극명히갈릴 영화.  보면서도 조금은 오글오글
1001,10,너무 감동적이에요 근데 0점 준 사람들은 뭐지?
1002,10,처음부터끝까지 시간가는줄모르고봤습니다 한국사공부하고있어서그런지 푹빠져봤네요 아마도정치성향을떠나 한국사를알고역사에관심있는분들은흥미롭게볼거같아요
1003,0,시간이 아깝다
1004,0,이런 정치색이 짙은 영화는 눈이 괴롭다..
1005,1,머리는 없고 몸으로만 살던 노인네 세대의 이야기. 그리고 현재의 부작용. 그 시절 그렇게 고생했다고 생색내고 싶은가? 그걸 고스란히 독재자와 종일매국노들에게 빼앗기는 시대에 오히려 그것들을 두둔하기나 하는  지금은? 배우 황정민의 행보가 최근 좀 이상해지고 있다. 영화 외적인 곳에서도. 
1006,9,"작품성으로 볼때에는 명작이 아닐수도 있다. 그러나, 그 시대의 마지막 끝자락에 서 있었던 사람의 입장에서 볼때에 느끼게되는 공감대를 이루 형언 할수가 없다. 영화를 보는 내내 우리내자는 이제는 세상에 계시지않는 비슷한 생을 살으셨던 장인어른에 대한 생각으로 눈가에 눈망울이 가득해 있었던 영화다 "
1007,10,재미있고 감동적이었습니다
1008,0,이런 영화가...
1009,7,아버지 시대를 잘 알 수 있도록 모든 시대적 요소들을 한데 묶어 영리하게 보여줌. 단 거기까지.
1010,5,평점들이 들쭉날쭉 봐야하나 보지말아야하나 고민되네요 같은 인간이 보는데 평점이 0은 모고 10은 머여
1011,8,한남자의 인생을 보며 다같이울었다 감동영화ㅠㅠ
1012,8,"당황스럽네. 논란이 많다 해서 일부러 리뷰나 평점 안 보고 갔는데, 내가 거기가서 느낀 건 단체로 왔던 할머니 할아버지들이 눈물을 흘리셨다는 것 밖에 모르겠다. 전쟁으로 인해서 옛날 어르신들이 해외로 내몰리고 어려운 삶을 살았다는 거, 그게 안타깝고 마음이 아프고 그 덕에 내가 지금 굶지 않는다는 건 알겠네,"
1013,7,한국판 포레스트 검프 ㅎㅎ 한번은 만들어도 좋은 영화  전 개인적으로 황정민이 홀로 안방에서 거실에서 보여지는 모습이 우리네의 아버지를 대변해주는 것 같아서 맘 아프고 아버지에 대해 이해해보려는 마음가짐을 가질수 있게 해줘서 거북하면서도 감사했네요
1014,7,종북일베충 이 무신 역사를 알까?   북으로 끄지라
1015,10,진정가슴에 와닿는다.. 좌빨 종북애들 나불거리는 뜬구름 개풀뜯어먹는소리는 개정은이에게 가서해라
1016,1,안타깝습니다.
1017,10,"평생, 개봉관에서 똑 같은 영화 2번 봤습니다. "
1018,0,"요즘 힘들어진 월급쟁이들 아우성을 미디어에서 대한늬우스니 새마을 운동이니 향수병 쑈로 매몰시키려 안간힘이더니, 이와중에 틈새시장 이용해서 요딴 눈물짜내기 쓰레기 찍어내는 놈도 있어..ㅎㅎ"
1019,1,이넘의 영화는 아직도 하는겨?? . . 질기다..
